,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,age,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
133084,0,0,74,0,1.0,0
12743,0,0,33,0,1.0,0
72500,0,0,47,0,1.0,0
98006,0,0,76,0,0.0,0
5201,0,0,42,0,2.0,0
1285,1,0,59,0,0.0,1
79874,0,0,41,0,0.0,0
57525,1,0,34,0,2.0,0
5666,0,0,31,0,3.0,0
119217,1,1,52,0,4.0,1
71566,0,0,63,0,0.0,0
93120,0,0,45,0,2.0,0
109155,0,2,39,0,1.0,1
49260,0,0,40,0,0.0,0
116169,0,0,37,0,1.0,0
37481,0,0,31,0,0.0,0
125479,0,0,26,0,0.0,1
24176,0,0,55,0,1.0,0
105323,1,0,29,0,0.0,0
59116,0,0,66,0,1.0,0
105141,0,0,35,0,1.0,0
123403,0,0,35,0,0.0,0
94491,0,0,72,0,0.0,0
12579,4,0,45,0,2.0,0
65331,0,0,28,0,2.0,0
103600,1,0,31,0,1.0,0
80102,0,0,41,0,0.0,0
149681,0,0,49,0,0.0,0
39188,3,0,50,0,0.0,0
144078,1,0,66,0,0.0,0
96933,0,0,53,0,2.0,0
25296,0,0,33,0,2.0,0
10892,1,1,44,0,1.0,0
84508,1,0,52,0,5.0,0
122534,0,1,52,0,0.0,0
85705,0,0,35,1,2.0,0
31278,0,0,22,0,0.0,0
89800,0,0,50,0,0.0,1
19260,0,0,71,0,0.0,0
94987,0,0,24,0,0.0,0
58018,0,0,48,0,2.0,0
99156,0,0,37,0,2.0,0
52794,1,0,31,1,0.0,1
70470,0,0,57,0,3.0,0
133975,0,0,26,0,0.0,0
97604,0,0,40,0,0.0,0
104121,0,0,59,0,0.0,0
78029,3,0,29,0,0.0,1
127049,0,0,47,0,2.0,1
81231,0,0,46,0,1.0,0
81480,0,0,77,0,0.0,0
147044,0,0,64,0,0.0,0
8347,0,0,72,0,0.0,0
29083,0,0,90,0,0.0,0
18635,1,1,37,0,0.0,1
87623,0,0,41,0,2.0,1
4327,0,0,41,0,3.0,1
41992,0,0,56,0,3.0,0
73787,0,0,31,0,0.0,0
89347,0,0,66,0,0.0,0
25199,0,0,53,0,2.0,0
98131,0,0,41,0,0.0,0
55860,1,0,23,0,0.0,0
52474,0,0,63,0,2.0,0
102738,0,0,78,0,0.0,0
37124,2,0,51,0,0.0,1
23343,0,0,46,0,1.0,0
44648,0,0,35,0,1.0,0
7559,0,0,60,0,1.0,0
121064,0,0,44,1,3.0,0
16983,0,0,53,0,0.0,0
55637,0,0,49,0,1.0,0
33635,0,0,77,0,0.0,0
139864,0,0,37,0,1.0,0
35757,0,0,54,0,0.0,0
133732,0,0,61,0,1.0,0
76720,1,0,78,0,0.0,0
148773,0,0,66,0,0.0,0
20171,0,0,53,0,1.0,0
128486,1,4,30,0,2.0,0
126187,0,0,53,0,1.0,0
105892,0,0,48,0,1.0,0
39460,0,0,47,0,0.0,1
107822,1,0,60,0,0.0,0
70986,0,0,42,0,0.0,0
73347,1,0,47,0,1.0,0
129420,0,0,38,0,1.0,0
69145,0,0,68,0,1.0,0
72936,0,0,43,0,0.0,0
36937,0,0,58,0,2.0,0
138302,0,0,66,0,0.0,0
110144,0,0,64,0,0.0,0
124919,0,0,43,0,0.0,0
27145,0,0,59,0,0.0,0
27844,1,0,56,1,3.0,0
88797,0,0,55,0,0.0,0
41777,0,0,39,0,1.0,0
47755,0,0,54,0,0.0,0
25425,0,0,40,0,0.0,0
88661,0,0,33,0,1.0,0
95311,0,0,38,0,3.0,0
79388,0,0,43,0,1.0,0
139773,4,0,54,0,0.0,0
36935,0,0,37,0,0.0,0
75377,0,0,40,0,1.0,0
143119,0,0,46,0,0.0,0
25788,0,0,68,0,2.0,0
27361,0,0,43,0,0.0,0
122636,0,0,66,0,0.0,0
32027,0,0,42,0,1.0,0
95211,0,0,34,0,0.0,0
91716,0,0,37,0,1.0,0
139080,0,0,66,0,0.0,0
118339,0,0,47,0,0.0,0
144896,0,0,45,0,2.0,0
56017,0,0,58,0,0.0,0
130108,0,0,49,0,2.0,0
124858,0,0,73,0,0.0,0
16946,3,0,60,0,0.0,0
131659,1,0,33,0,0.0,0
26624,0,0,39,0,0.0,0
24960,0,0,42,0,4.0,0
55908,0,0,72,0,0.0,0
139530,0,0,78,0,0.0,0
21450,1,0,59,0,1.0,0
13359,0,0,57,0,2.0,0
99406,0,0,33,0,0.0,0
144633,0,0,65,0,1.0,0
113690,0,0,65,0,0.0,0
33914,2,0,63,1,0.0,0
5851,0,0,86,0,0.0,0
91339,0,0,55,0,2.0,0
49969,2,0,71,0,1.0,0
73794,0,0,45,0,1.0,0
50833,0,0,32,0,1.0,0
84743,1,0,39,0,0.0,0
18498,0,0,29,0,0.0,0
69730,0,0,34,0,3.0,0
112059,0,0,36,0,0.0,0
10852,0,0,57,0,0.0,0
134898,0,0,46,0,0.0,0
129619,1,0,62,0,0.0,0
82385,0,0,57,0,1.0,0
52263,1,1,59,0,1.0,0
137922,0,0,31,0,0.0,0
106509,0,0,30,0,0.0,0
52329,0,0,29,0,1.0,0
65913,0,0,61,0,0.0,0
71590,0,0,63,0,1.0,0
60803,0,0,54,0,0.0,0
87657,0,0,47,0,3.0,0
5401,0,0,57,0,0.0,0
95897,0,0,57,0,0.0,0
46432,0,0,63,0,1.0,0
133514,0,1,49,0,0.0,0
140802,0,0,28,0,0.0,1
145666,1,0,65,1,0.0,1
121956,0,0,40,0,3.0,0
120228,0,0,51,0,1.0,0
81271,0,0,64,0,0.0,0
140335,0,0,80,0,1.0,0
20737,0,0,54,0,1.0,0
133242,0,0,46,0,1.0,0
31450,1,1,37,2,0.0,0
94846,0,0,53,0,2.0,0
26485,1,0,50,0,3.0,0
28831,0,0,52,0,3.0,0
44718,0,0,50,0,0.0,0
9948,1,0,45,0,2.0,0
71824,0,0,30,0,0.0,0
81047,1,0,49,0,0.0,1
74778,3,0,47,1,1.0,0
79260,1,0,32,0,2.0,0
4603,0,0,51,0,1.0,0
38236,0,0,38,0,2.0,0
77702,0,0,82,0,0.0,0
6315,0,0,76,0,0.0,0
59287,0,0,52,0,2.0,0
81743,0,0,54,0,4.0,0
131742,0,0,46,0,3.0,0
49525,1,0,30,2,0.0,1
4917,0,0,70,0,0.0,0
91029,0,0,61,0,0.0,0
74209,0,0,77,0,1.0,0
29911,0,0,52,0,0.0,0
54482,3,0,30,0,1.0,0
112125,1,0,54,0,1.0,1
124339,0,0,69,0,0.0,0
98499,0,0,69,0,0.0,0
70090,1,1,41,0,2.0,0
123463,1,1,44,0,2.0,1
51300,0,0,41,0,1.0,0
137119,2,1,43,0,6.0,1
42921,0,0,77,0,1.0,0
108733,0,0,76,0,0.0,0
127147,1,0,34,0,4.0,0
17788,0,0,63,0,0.0,0
133841,1,0,36,0,2.0,1
53135,0,0,53,0,1.0,0
83496,3,0,55,0,1.0,0
137825,0,0,64,0,0.0,0
133752,0,0,79,0,0.0,0
135017,0,0,27,0,0.0,0
8340,0,0,69,0,1.0,0
93359,0,0,55,0,1.0,0
122135,0,0,53,0,0.0,0
3655,0,0,58,0,0.0,0
84783,0,0,57,0,3.0,0
110748,0,0,53,0,0.0,0
133008,0,0,46,0,2.0,0
8682,0,0,63,0,0.0,0
116011,0,0,42,0,2.0,0
98070,0,0,51,0,0.0,0
124219,0,0,55,0,1.0,0
146742,0,0,50,0,3.0,0
94758,0,0,65,0,1.0,0
66818,0,0,26,0,1.0,0
26802,0,0,29,0,0.0,0
81326,0,0,26,0,0.0,0
93067,0,0,54,0,3.0,0
117880,0,0,36,0,2.0,0
31185,4,2,54,3,2.0,1
148609,0,0,71,0,0.0,0
104856,8,1,54,4,4.0,0
105033,0,0,37,0,1.0,0
145793,0,0,43,0,3.0,0
64643,0,0,55,0,1.0,0
74958,0,0,61,0,0.0,0
102756,0,0,72,0,0.0,0
25231,0,0,51,0,0.0,0
21625,1,0,42,0,1.0,0
111439,0,0,54,1,0.0,0
94274,0,0,50,0,1.0,0
18572,1,0,67,0,0.0,0
36519,0,0,49,0,2.0,0
91477,0,0,73,0,0.0,0
54996,0,0,58,0,1.0,0
77272,0,0,68,0,0.0,0
115101,0,0,84,0,0.0,0
49737,0,2,48,1,3.0,0
112035,1,0,63,0,0.0,0
118885,0,0,55,0,1.0,0
85822,0,0,64,0,0.0,0
34400,0,0,64,0,1.0,0
21062,0,1,54,0,1.0,0
144710,0,0,38,0,0.0,0
76462,0,0,57,0,0.0,0
92349,0,0,71,0,0.0,0
117590,0,0,72,0,0.0,0
105346,0,0,66,0,0.0,0
137910,1,0,49,0,5.0,0
73001,0,0,44,0,3.0,0
128221,0,0,73,0,0.0,0
82593,0,0,37,0,3.0,0
137858,0,0,79,0,0.0,0
43212,0,0,41,0,0.0,0
149322,0,0,40,0,3.0,0
83799,0,0,50,0,1.0,0
129147,0,0,51,0,1.0,0
2146,0,0,73,0,0.0,0
75974,1,0,41,0,2.0,0
146782,1,1,30,0,1.0,0
67803,0,4,36,0,0.0,1
125350,0,0,35,1,1.0,0
148335,0,0,36,0,2.0,0
108160,0,2,25,1,0.0,0
101976,0,0,43,0,2.0,0
16147,0,0,41,0,3.0,0
2511,0,0,74,0,0.0,0
33780,7,2,50,2,4.0,1
14165,0,0,85,0,0.0,0
31590,0,0,46,0,0.0,0
90521,0,0,66,0,0.0,0
93422,0,0,38,0,1.0,0
44262,0,0,69,0,2.0,0
65739,0,0,54,1,0.0,0
20550,0,0,37,1,1.0,0
57231,0,0,34,0,0.0,0
51240,0,0,31,0,2.0,0
59080,0,0,32,0,0.0,0
62641,0,0,61,0,1.0,0
33126,0,0,53,0,2.0,0
73332,0,0,63,0,1.0,0
39345,0,0,37,0,0.0,0
54930,0,0,31,0,0.0,0
102629,0,0,45,0,0.0,0
14579,0,0,61,0,2.0,0
69414,0,0,64,0,0.0,0
146535,0,0,52,0,3.0,0
96992,0,0,38,0,2.0,0
137627,0,0,59,0,0.0,0
98955,1,0,37,0,2.0,1
138830,0,0,60,0,0.0,0
17141,0,0,84,0,0.0,0
122416,0,0,37,0,1.0,0
27654,0,0,51,0,0.0,0
29479,0,0,45,0,0.0,0
117512,0,0,64,0,2.0,0
41684,0,0,72,0,0.0,0
66603,0,1,46,0,4.0,0
131168,0,0,40,0,0.0,0
80479,0,0,38,0,2.0,0
144858,0,0,51,0,3.0,0
11999,0,0,59,0,1.0,0
74587,0,0,58,0,2.0,0
58311,0,0,40,0,0.0,0
70298,0,0,62,0,0.0,0
100911,1,0,31,0,3.0,0
4173,0,0,75,0,2.0,0
113091,0,0,39,0,2.0,0
101547,0,0,49,0,0.0,0
27824,2,0,65,0,1.0,0
97308,1,0,63,0,1.0,0
13090,0,0,57,0,2.0,0
58319,0,0,58,0,1.0,0
148176,0,0,33,0,1.0,0
4351,0,3,49,0,0.0,0
21068,0,0,52,0,0.0,0
62456,1,1,40,0,0.0,0
72776,0,0,22,0,0.0,0
148061,0,0,68,0,1.0,0
132084,1,0,47,0,6.0,1
103443,1,0,40,0,1.0,1
33274,1,0,27,0,1.0,0
60574,0,0,56,0,0.0,0
144930,0,0,43,0,0.0,0
147450,0,0,32,0,0.0,0
7918,0,0,33,0,1.0,0
75595,3,1,93,2,0.0,0
62388,0,0,53,0,0.0,0
5583,2,0,45,0,0.0,1
120109,0,0,46,0,3.0,0
95491,0,0,37,0,1.0,0
53352,0,1,30,0,1.0,0
13431,0,0,28,0,0.0,0
56719,0,0,65,0,1.0,0
127204,0,0,67,0,0.0,0
69156,0,0,37,0,3.0,0
109101,0,0,51,0,3.0,0
125291,0,0,78,0,0.0,0
121278,0,0,66,0,0.0,0
28453,0,0,38,0,3.0,0
129478,0,0,41,0,2.0,0
90617,0,0,76,0,0.0,0
128113,0,0,47,0,0.0,0
71317,1,0,39,0,0.0,0
54856,0,0,47,0,2.0,1
121850,0,0,64,0,2.0,0
107816,0,0,53,0,2.0,0
112990,0,0,67,0,1.0,0
83506,0,0,41,0,2.0,0
95702,0,0,55,0,3.0,0
86616,0,0,50,0,4.0,0
137892,1,0,57,0,0.0,0
66884,0,0,52,0,0.0,1
43666,0,0,63,0,0.0,0
145727,1,1,67,0,0.0,0
37208,0,0,73,0,1.0,0
100008,0,0,48,0,1.0,1
103312,0,0,47,0,0.0,0
143265,0,0,58,0,0.0,0
23645,0,0,33,0,0.0,0
141207,0,0,35,0,2.0,0
108279,0,0,32,0,1.0,0
84397,0,0,47,0,0.0,0
62558,1,0,32,0,3.0,0
10860,0,0,60,0,2.0,0
39783,0,0,75,0,0.0,0
86755,0,0,72,0,1.0,0
145774,0,0,37,0,1.0,0
137283,0,0,62,0,0.0,0
66338,0,0,38,0,1.0,0
131273,0,0,44,0,0.0,0
119908,1,0,61,0,0.0,0
132186,1,0,51,0,2.0,0
30278,0,0,75,0,1.0,0
130263,0,0,50,0,2.0,0
22454,0,0,46,0,0.0,0
30931,0,0,31,0,0.0,0
6557,0,0,64,0,0.0,0
98377,1,0,37,0,0.0,0
47066,0,0,51,1,0.0,0
65207,0,0,87,0,0.0,0
149715,0,0,68,0,1.0,0
63156,0,0,29,0,1.0,0
69302,1,0,53,0,1.0,0
30048,0,0,78,0,0.0,0
36084,0,0,60,0,0.0,0
26340,0,0,81,0,0.0,0
105357,0,0,48,0,2.0,0
15794,0,0,49,0,0.0,0
91324,0,0,26,0,0.0,0
148187,0,0,25,0,0.0,1
59588,0,0,46,0,0.0,0
16959,0,0,46,0,4.0,0
80297,0,0,70,0,0.0,0
49877,0,0,46,1,1.0,1
973,0,0,59,0,0.0,0
20805,0,0,63,0,0.0,0
42290,0,0,40,0,0.0,0
48811,0,0,65,0,0.0,0
12548,0,0,61,0,1.0,0
143973,0,0,52,2,0.0,0
55638,0,0,56,0,0.0,0
149414,1,0,38,1,2.0,0
113764,1,6,45,0,0.0,1
68400,1,0,48,0,2.0,0
76041,0,0,71,0,0.0,0
52510,0,0,69,0,0.0,0
55918,0,0,64,0,0.0,0
34606,3,0,66,0,0.0,0
68769,0,0,74,0,0.0,0
44510,0,0,68,0,0.0,0
35562,0,0,68,0,0.0,0
147759,0,0,29,0,1.0,0
138960,0,0,61,0,0.0,0
123080,0,0,44,0,0.0,0
22844,0,0,73,0,0.0,0
64497,1,0,57,1,1.0,0
99145,2,0,55,0,2.0,0
18619,0,0,47,0,0.0,0
98862,0,0,48,0,1.0,0
98424,0,0,65,0,0.0,0
82808,0,0,56,0,2.0,0
120059,0,0,44,0,0.0,0
42638,0,0,66,0,1.0,0
65305,0,0,48,0,2.0,0
87917,0,0,63,0,1.0,0
61765,0,0,40,0,3.0,0
90019,0,0,85,0,1.0,0
58810,1,0,32,0,1.0,0
93636,0,0,46,0,0.0,0
79742,0,0,28,0,2.0,0
144728,0,0,40,0,2.0,0
64022,0,0,68,0,0.0,0
122481,0,0,64,0,2.0,0
114567,1,0,51,0,0.0,0
84253,0,0,47,0,4.0,0
51712,3,0,66,0,0.0,0
102613,1,0,49,0,0.0,0
54711,0,0,27,0,0.0,0
140547,0,0,54,0,0.0,0
28828,0,0,72,0,0.0,0
91147,0,0,65,0,1.0,0
142649,0,0,46,0,2.0,0
68578,0,1,62,0,0.0,0
15461,0,0,58,0,1.0,0
147491,1,0,28,0,0.0,0
128064,0,0,42,0,0.0,0
84803,0,0,42,0,2.0,0
106242,0,0,35,0,0.0,0
79855,0,0,57,0,3.0,0
48313,0,0,62,0,1.0,0
15085,1,0,44,0,0.0,1
1480,0,0,36,0,1.0,0
45332,1,0,67,0,0.0,0
93143,1,0,40,1,2.0,0
61958,0,0,39,0,0.0,0
135181,0,0,58,0,6.0,0
113198,0,0,60,0,0.0,0
50607,0,0,60,0,1.0,0
5966,0,1,41,0,1.0,1
71925,0,0,56,0,0.0,1
102813,0,0,40,0,2.0,0
125282,0,0,75,0,0.0,0
22107,0,0,45,0,1.0,0
4552,1,0,31,0,1.0,0
144325,1,0,61,0,1.0,0
46535,0,0,68,0,0.0,0
69702,0,0,61,0,0.0,0
94109,1,0,63,0,0.0,0
21794,0,0,46,0,3.0,0
53169,0,0,71,0,0.0,0
149987,0,1,28,0,0.0,0
51401,1,0,56,0,1.0,0
82839,0,0,49,0,2.0,0
22471,0,0,51,0,1.0,0
40107,0,0,52,0,0.0,0
126372,0,0,45,0,2.0,0
70442,0,0,40,0,0.0,0
14003,0,0,37,0,2.0,1
110413,0,0,78,0,0.0,0
8007,0,0,61,0,0.0,0
12003,0,0,56,0,1.0,0
89471,0,0,54,0,1.0,0
36970,0,0,55,0,0.0,0
4010,0,0,62,0,0.0,0
36123,0,0,51,0,1.0,0
39117,1,0,47,0,0.0,1
70805,0,0,76,0,0.0,0
58853,1,0,49,0,3.0,0
54772,0,0,63,0,0.0,0
87957,0,0,39,0,2.0,0
7102,0,0,49,0,1.0,0
114735,0,0,42,0,2.0,0
104646,0,0,41,0,2.0,0
134267,0,0,44,0,0.0,0
142286,0,0,32,0,0.0,0
134729,0,0,27,0,0.0,0
54516,0,0,48,0,2.0,0
113594,0,0,25,0,1.0,1
147032,0,0,64,0,0.0,0
114861,0,0,51,0,2.0,0
128537,0,0,52,0,0.0,0
76481,0,0,64,0,2.0,0
74534,0,0,70,0,0.0,0
103686,0,2,40,2,3.0,1
61115,0,0,46,0,3.0,0
119569,0,0,57,0,0.0,0
94740,0,0,64,1,0.0,0
65122,1,0,33,0,0.0,1
84085,5,0,39,0,1.0,0
66956,0,0,40,0,1.0,0
99719,1,0,39,0,0.0,0
92534,0,0,70,0,0.0,0
62708,0,0,72,0,0.0,0
91266,0,0,42,0,0.0,0
128075,0,0,70,0,0.0,0
128399,1,0,41,0,0.0,0
77667,0,0,80,0,0.0,0
61361,3,1,64,0,0.0,0
80350,0,0,38,0,2.0,0
82552,1,0,40,0,2.0,0
133129,0,1,39,1,4.0,1
31250,2,0,54,0,2.0,0
118623,0,0,63,0,0.0,0
67558,0,0,36,0,0.0,0
108435,0,0,31,0,0.0,0
132472,0,0,41,0,2.0,0
2987,0,0,56,0,1.0,0
85753,0,0,40,0,2.0,0
18844,0,0,62,0,0.0,0
117575,0,0,54,0,0.0,0
274,0,0,57,0,3.0,0
106646,0,0,65,0,0.0,0
81063,0,0,61,0,0.0,0
49718,2,2,70,0,0.0,1
16952,0,0,50,0,0.0,0
122558,0,0,82,0,0.0,0
62170,0,0,53,0,0.0,0
103779,0,0,54,0,1.0,0
14491,0,0,51,0,4.0,0
41344,0,0,72,0,2.0,0
95545,0,1,51,0,4.0,1
74005,0,0,60,0,1.0,1
31163,0,0,41,0,0.0,0
96671,0,0,49,0,4.0,0
110792,0,0,85,0,1.0,0
130162,0,0,44,0,4.0,0
37713,1,0,80,0,1.0,0
139783,0,0,39,0,2.0,0
41084,0,0,87,0,0.0,0
45823,0,0,26,0,0.0,0
84166,0,0,24,0,0.0,0
5260,0,0,53,0,0.0,0
111717,0,0,53,0,0.0,0
50081,0,0,69,0,0.0,0
44083,0,0,69,0,0.0,0
118114,0,0,61,0,1.0,0
5791,0,0,29,0,2.0,0
8112,0,0,46,0,1.0,0
28832,0,0,43,0,3.0,0
63020,0,0,57,0,0.0,0
121267,0,0,80,0,0.0,0
5243,0,0,58,0,0.0,0
136882,0,0,42,0,1.0,0
58874,0,0,57,0,1.0,0
120034,0,0,40,0,0.0,0
74084,0,0,47,0,2.0,0
58757,0,0,40,0,0.0,0
147046,0,0,64,0,0.0,0
110965,0,0,65,0,0.0,0
62185,0,0,30,0,0.0,0
58547,0,0,32,0,4.0,0
34973,1,0,46,0,2.0,0
104386,0,0,65,0,1.0,0
105903,0,0,23,0,0.0,0
45181,0,0,43,0,1.0,0
79466,0,0,48,0,2.0,0
9307,0,0,69,0,0.0,0
114916,0,0,40,0,0.0,0
60944,0,0,27,0,0.0,0
131000,0,0,58,0,1.0,0
6320,0,0,32,0,1.0,0
120260,1,0,58,0,0.0,0
60834,0,0,59,0,1.0,0
112906,3,3,34,0,0.0,1
99574,1,0,49,0,3.0,0
146097,0,0,65,0,0.0,0
94995,0,0,58,0,0.0,0
45514,0,0,71,0,0.0,0
56757,1,1,52,0,0.0,1
114983,1,0,79,0,0.0,0
115197,0,0,71,0,0.0,0
113326,3,0,47,0,3.0,0
148247,0,0,28,0,0.0,0
137517,0,0,58,0,0.0,0
140675,0,0,65,0,0.0,0
104929,0,0,50,0,0.0,0
43112,0,0,68,0,0.0,0
123805,2,0,31,0,0.0,0
65372,2,0,69,0,0.0,0
32646,0,0,65,0,0.0,0
106188,0,0,40,0,0.0,0
139384,1,0,40,0,0.0,0
12389,0,0,61,0,2.0,0
115614,0,0,70,0,0.0,0
15297,0,0,44,0,3.0,0
72080,4,1,48,2,1.0,1
62571,0,0,29,0,0.0,0
143086,3,0,71,0,0.0,0
41523,1,0,44,0,2.0,0
98174,0,0,42,0,0.0,0
145471,1,0,30,1,0.0,0
69475,0,0,45,0,0.0,0
127012,0,0,57,0,0.0,0
113625,0,0,67,0,1.0,0
93145,0,0,63,0,0.0,0
96967,0,0,64,0,0.0,0
102669,0,0,58,0,0.0,0
71264,0,0,72,0,0.0,0
52295,0,0,40,0,2.0,0
17604,0,0,58,0,0.0,0
147069,0,0,47,0,3.0,0
12173,0,0,72,0,0.0,0
135293,0,0,52,0,0.0,1
67198,0,0,23,0,0.0,1
115939,0,0,29,0,0.0,0
136661,0,0,56,0,0.0,0
103149,0,0,72,0,0.0,0
71324,0,0,57,0,0.0,0
139813,1,0,49,0,1.0,0
61286,0,0,72,0,0.0,0
6915,0,0,55,0,0.0,0
117180,0,0,59,0,0.0,0
29422,0,0,60,0,0.0,0
31610,0,0,40,0,1.0,0
102412,0,0,61,0,0.0,0
98235,0,2,31,0,3.0,1
19064,0,0,72,0,0.0,0
63450,1,0,54,0,2.0,0
73548,0,1,33,1,2.0,0
144675,0,1,30,0,1.0,0
29292,0,0,58,0,2.0,0
1242,0,0,62,0,0.0,0
72917,0,0,28,0,2.0,0
78969,0,0,62,0,0.0,0
137092,1,0,34,0,0.0,0
67181,0,0,65,0,0.0,0
64707,0,0,32,0,0.0,0
43910,1,1,49,1,0.0,1
126192,0,0,50,0,1.0,0
126296,0,0,34,0,2.0,0
56000,0,0,40,0,3.0,0
143924,0,0,61,0,0.0,0
17178,0,0,56,0,2.0,0
20117,0,0,59,0,2.0,0
137548,0,0,29,0,0.0,0
6190,0,0,49,0,3.0,0
94461,1,0,30,1,0.0,0
116918,0,0,74,0,0.0,0
113368,0,0,49,0,2.0,0
96802,0,0,48,0,1.0,0
55686,0,0,43,0,2.0,0
28157,0,0,80,0,0.0,0
106919,0,0,63,0,3.0,0
21700,2,0,41,0,0.0,0
27816,0,0,37,0,2.0,0
44928,0,0,58,0,4.0,0
73275,0,0,62,0,0.0,0
95797,0,0,54,0,0.0,0
12855,0,0,60,0,0.0,0
10227,2,0,43,2,2.0,0
95600,4,0,36,1,0.0,0
17329,0,0,60,0,0.0,0
2926,0,0,60,0,0.0,0
66478,1,0,67,0,0.0,0
113361,0,0,27,0,0.0,0
84034,0,0,48,0,0.0,0
76984,0,0,63,0,0.0,0
62106,0,0,62,0,0.0,0
25465,0,0,55,0,0.0,1
143881,0,0,42,0,2.0,0
96457,0,0,74,0,1.0,1
90812,0,0,46,0,2.0,0
83084,1,0,39,0,2.0,1
86562,0,0,29,0,2.0,0
124507,0,0,38,0,0.0,0
69944,0,0,68,0,0.0,0
92480,0,0,47,0,1.0,0
117252,0,0,65,0,0.0,0
100600,0,0,71,0,0.0,0
112228,0,0,50,0,2.0,0
21159,4,0,56,2,3.0,0
123572,0,0,68,0,1.0,0
70228,0,0,66,0,0.0,1
131669,0,0,55,0,1.0,0
144173,0,0,58,0,1.0,0
88139,0,0,36,0,0.0,0
125458,0,0,42,0,2.0,0
4393,0,0,46,0,0.0,0
56215,0,0,44,0,2.0,0
45377,0,0,57,0,0.0,0
48129,0,0,59,0,0.0,1
146840,2,0,51,0,0.0,0
90063,0,0,90,0,0.0,0
63855,0,0,66,0,0.0,0
80623,0,0,62,0,1.0,0
17417,0,0,52,0,0.0,0
88086,0,0,25,0,0.0,0
100017,1,0,39,0,0.0,0
130628,0,0,41,0,0.0,0
15937,0,0,31,0,3.0,1
85482,0,0,26,0,0.0,0
106370,0,0,70,0,0.0,0
125584,0,0,64,0,1.0,0
61400,0,0,58,0,1.0,0
106291,0,0,71,0,0.0,0
78708,0,0,55,0,0.0,0
49325,0,0,38,0,0.0,0
51198,0,0,61,0,0.0,0
141674,0,0,39,0,2.0,0
79126,0,0,44,0,1.0,0
79223,0,0,48,0,2.0,0
39225,0,0,68,0,0.0,0
74226,1,0,45,0,3.0,0
142672,0,0,55,0,0.0,0
138325,0,0,44,0,1.0,0
94488,0,0,47,0,3.0,0
42625,0,0,56,0,0.0,0
5960,0,0,42,0,0.0,0
35491,0,0,43,0,0.0,0
67869,0,0,41,2,0.0,0
44088,0,0,51,0,0.0,0
85007,0,0,70,0,0.0,0
70630,0,0,31,0,2.0,0
37705,0,0,78,0,0.0,0
95793,2,0,43,0,4.0,0
30492,0,0,45,0,6.0,0
7930,0,0,39,0,0.0,0
51403,1,0,45,0,2.0,0
60265,0,0,40,0,4.0,0
145928,0,0,59,0,1.0,0
50549,0,0,62,0,0.0,0
89184,0,0,43,0,0.0,1
20938,0,0,70,0,0.0,0
5199,0,0,72,0,1.0,0
90528,0,0,68,0,0.0,0
23884,0,0,38,0,2.0,0
57189,0,0,62,0,0.0,0
10186,0,0,50,0,0.0,0
19354,0,0,71,0,0.0,0
146768,0,0,68,0,0.0,0
73624,0,0,63,0,0.0,0
142098,0,0,48,0,1.0,0
58650,0,0,40,0,1.0,0
93443,0,0,44,0,0.0,0
31306,0,0,51,0,1.0,0
99413,0,0,25,0,0.0,0
111080,0,0,55,0,1.0,0
110894,0,0,43,0,0.0,0
57904,1,0,37,0,0.0,0
126375,1,0,87,0,0.0,0
29975,0,0,65,0,0.0,0
8422,3,0,33,0,2.0,1
142829,0,0,54,0,0.0,0
4374,0,0,58,0,1.0,0
125957,0,0,33,0,0.0,1
54498,0,0,41,0,2.0,0
70247,0,0,44,0,2.0,0
80644,0,0,59,0,1.0,0
48196,0,0,33,0,2.0,0
131081,0,0,37,0,1.0,0
100098,0,0,45,0,1.0,0
107126,0,0,48,0,5.0,0
61254,1,0,50,0,0.0,0
38249,2,1,38,0,0.0,1
40367,1,0,64,0,0.0,0
10770,0,0,51,0,0.0,0
46663,1,1,25,0,0.0,1
136934,0,0,55,0,5.0,0
718,2,0,63,0,1.0,0
133780,0,0,50,0,1.0,0
20046,0,0,53,0,2.0,0
125188,0,0,36,0,2.0,0
17572,0,0,27,0,0.0,0
33980,0,0,81,0,0.0,0
4315,0,1,44,0,1.0,0
14083,0,0,55,0,0.0,0
76237,0,2,34,0,1.0,0
62910,0,0,68,0,0.0,0
18590,0,0,69,0,1.0,0
15635,0,0,49,0,2.0,0
141918,0,0,60,0,1.0,0
16430,0,0,22,0,0.0,0
124466,0,0,50,0,1.0,0
72660,0,0,68,0,1.0,0
136612,0,0,80,0,0.0,0
113796,0,0,78,0,0.0,0
30052,0,0,48,0,3.0,0
105521,0,0,58,0,0.0,0
34580,1,1,46,0,2.0,1
143552,0,0,38,0,1.0,0
100455,0,0,43,1,0.0,0
79249,0,0,28,0,0.0,0
98473,4,1,37,0,0.0,1
3609,0,0,24,0,0.0,0
57228,0,0,56,0,0.0,0
67062,0,0,48,0,1.0,0
130528,0,0,45,0,3.0,0
95762,0,0,37,0,2.0,0
93451,0,0,47,0,1.0,0
23873,0,0,48,0,1.0,0
14082,0,0,44,0,0.0,0
6062,0,0,50,0,3.0,0
94459,0,0,48,0,0.0,0
30589,1,0,37,1,2.0,0
113836,0,0,43,0,0.0,0
